yyyy/mm/dd	hh:mm	G(0)	G(41)	D(0)	B	Wvel	Wdir	Tamb	GiNuk	-	VMIso	GMBP	GMIso	GiEsti	TcEsti	GIzFr	GIzPos	-	-	-	-
2019/04/03	02:21	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	02:22	0.00	0.00	0.00	0.04	0.00	0.56	-37.50	0.00	-	0.00	7.50	0.00	4.13	-	0.00	2.71	-	-	-	-
2019/04/03	02:23	0.00	0.00	0.00	0.07	0.00	-0.06	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	02:24	0.00	0.00	0.00	0.04	0.00	0.48	-37.50	0.00	-	0.00	7.93	0.55	5.91	-	0.46	0.00	-	-	-	-
2019/04/03	02:25	0.00	0.00	0.00	0.13	0.00	-0.05	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.54	2.50	-	-	-	-
2019/04/03	02:26	0.00	0.00	0.00	0.11	0.00	-0.27	-37.50	0.00	-	0.00	0.00	0.09	0.00	-	2.94	0.00	-	-	-	-
2019/04/03	02:27	0.00	0.00	0.00	0.13	0.00	-0.20	-37.50	0.00	-	0.00	6.07	3.20	12.20	-	4.34	2.11	-	-	-	-
2019/04/03	02:28	0.00	0.00	0.00	0.20	0.00	0.03	-37.50	0.00	-	0.00	4.61	0.00	5.75	-	0.00	2.80	-	-	-	-
2019/04/03	02:29	0.00	0.00	0.00	0.26	0.00	-0.21	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.06	0.00	-	-	-	-
2019/04/03	02:30	0.00	0.00	0.00	0.23	0.00	0.39	-37.50	0.00	-	0.00	12.99	0.77	7.68	-	0.00	1.31	-	-	-	-
2019/04/03	02:31	0.00	0.00	0.00	0.18	0.00	0.30	-37.50	0.00	-	0.00	5.00	0.00	0.52	-	0.00	0.00	-	-	-	-
2019/04/03	02:32	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	0.00	0.00	2.02	-	0.00	2.79	-	-	-	-
2019/04/03	02:33	0.00	0.00	0.00	0.00	0.00	0.42	-37.50	0.00	-	0.00	1.65	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	02:34	0.00	0.00	0.00	0.13	0.00	0.60	-37.50	0.00	-	0.00	8.17	0.00	11.57	-	1.95	0.00	-	-	-	-
2019/04/03	02:35	0.00	0.00	0.00	0.07	0.00	0.03	-37.50	0.00	-	0.00	2.78	0.00	0.00	-	0.00	3.82	-	-	-	-
2019/04/03	02:36	0.00	0.00	0.00	0.09	0.00	0.11	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.94	0.57	-	-	-	-
2019/04/03	02:37	0.00	0.00	0.00	0.07	0.00	0.44	-37.50	0.00	-	0.00	4.96	1.43	12.02	-	2.88	0.87	-	-	-	-
2019/04/03	02:38	0.00	0.00	0.00	0.04	0.00	0.54	-37.50	0.00	-	0.00	1.26	0.00	3.01	-	0.00	1.60	-	-	-	-
2019/04/03	02:39	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	3.70	0.00	0.00	-	1.69	1.04	-	-	-	-
2019/04/03	02:40	0.00	0.00	0.00	0.00	0.00	-0.07	-37.50	0.00	-	0.00	2.96	1.26	6.44	-	0.00	2.58	-	-	-	-
2019/04/03	02:41	0.00	0.00	0.00	0.00	0.00	-0.01	-37.50	0.00	-	0.00	1.32	0.00	3.70	-	3.67	0.00	-	-	-	-
2019/04/03	02:42	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	5.29	0.16	4.40	-	0.00	4.13	-	-	-	-
2019/04/03	02:43	0.00	0.00	0.00	0.00	0.00	-0.04	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.51	-	-	-	-
2019/04/03	02:44	0.00	0.00	0.00	0.00	0.00	0.45	-37.50	0.00	-	0.00	9.78	0.28	13.99	-	3.72	0.00	-	-	-	-
2019/04/03	02:45	0.00	0.00	0.00	0.00	0.00	0.08	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	4.91	-	-	-	-
2019/04/03	02:46	0.00	0.00	0.00	0.00	0.00	0.27	-37.50	0.00	-	0.00	3.93	0.00	2.61	-	1.80	0.00	-	-	-	-
2019/04/03	02:47	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	6.31	0.00	0.00	-	0.00	1.21	-	-	-	-
2019/04/03	02:48	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	1.72	0.00	6.13	-	4.17	0.51	-	-	-	-
2019/04/03	02:49	0.00	0.00	0.00	0.00	0.00	0.59	-37.50	0.00	-	0.00	5.67	0.00	0.00	-	0.00	2.28	-	-	-	-
2019/04/03	02:50	0.00	0.00	0.00	0.00	0.00	0.05	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.90	0.00	-	-	-	-
2019/04/03	02:51	0.00	0.00	0.00	0.00	0.00	-0.15	-37.50	0.00	-	0.00	2.10	0.41	9.49	-	3.88	1.13	-	-	-	-
2019/04/03	02:52	0.00	0.00	0.00	0.00	0.00	-0.25	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	6.31	-	-	-	-
2019/04/03	02:53	0.00	0.00	0.00	0.00	0.00	-0.12	-37.50	0.00	-	0.00	0.68	0.00	4.94	-	1.20	0.96	-	-	-	-
2019/04/03	02:54	0.00	0.00	0.00	0.00	0.00	-0.17	-37.50	0.00	-	0.00	0.00	2.20	6.18	-	0.00	0.33	-	-	-	-
2019/04/03	02:55	0.00	0.00	0.00	0.00	0.00	0.50	-37.50	0.00	-	0.00	5.47	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	02:56	0.00	0.00	0.00	0.00	0.00	0.09	-37.50	0.00	-	0.00	2.46	0.00	0.00	-	1.41	0.00	-	-	-	-
2019/04/03	02:57	0.00	0.00	0.00	0.00	0.00	-0.11	-37.50	0.00	-	0.00	0.00	2.15	0.00	-	0.00	1.46	-	-	-	-
2019/04/03	02:58	0.00	0.00	0.00	0.00	0.00	0.45	-37.50	0.00	-	0.00	8.66	0.00	3.18	-	1.51	0.00	-	-	-	-
2019/04/03	02:59	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.00	-	0.00	2.00	0.00	3.27	-	1.91	2.03	-	-	-	-
2019/04/03	03:00	0.00	0.00	0.00	0.00	0.00	0.37	-37.50	0.00	-	0.00	0.00	0.98	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:01	0.00	0.00	0.00	0.00	0.00	0.09	-37.50	0.00	-	0.00	2.73	0.00	1.38	-	0.00	2.12	-	-	-	-
2019/04/03	03:02	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	3.06	0.00	-	-	-	-
2019/04/03	03:03	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	4.23	2.61	14.01	-	1.16	0.00	-	-	-	-
2019/04/03	03:04	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	3.25	1.31	-	-	-	-
2019/04/03	03:05	0.00	0.00	0.00	0.00	0.00	-0.31	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.07	4.62	-	-	-	-
2019/04/03	03:06	0.00	0.00	0.00	0.00	0.00	-0.37	-37.50	0.00	-	0.00	0.00	0.13	0.00	-	0.00	1.50	-	-	-	-
2019/04/03	03:07	0.00	0.00	0.00	0.00	0.00	-0.06	-37.50	0.00	-	0.00	1.82	2.40	6.92	-	3.09	0.00	-	-	-	-
2019/04/03	03:08	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	4.29	0.00	0.00	-	0.77	1.90	-	-	-	-
2019/04/03	03:09	0.00	0.00	0.00	0.00	0.00	0.49	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.03	0.83	-	-	-	-
2019/04/03	03:10	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	6.65	0.15	7.35	-	4.11	0.81	-	-	-	-
2019/04/03	03:11	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	0.00	-	0.00	0.00	0.00	0.02	-	0.00	5.92	-	-	-	-
2019/04/03	03:12	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	1.27	0.39	0.00	-	1.35	0.23	-	-	-	-
2019/04/03	03:13	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	6.45	0.00	3.49	-	0.00	0.00	-	-	-	-
2019/04/03	03:14	0.00	0.00	0.00	0.00	0.00	0.43	-37.50	0.00	-	0.00	2.45	0.00	2.23	-	0.89	1.58	-	-	-	-
2019/04/03	03:15	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	4.39	0.00	3.99	-	2.43	2.02	-	-	-	-
2019/04/03	03:16	0.00	0.00	0.00	0.00	0.00	-0.28	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	1.11	-	-	-	-
2019/04/03	03:17	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	0.00	-	0.00	0.00	2.09	10.09	-	5.67	0.00	-	-	-	-
2019/04/03	03:18	0.00	0.00	0.00	0.00	0.00	0.38	-37.50	0.00	-	0.00	6.81	0.00	0.00	-	0.00	5.67	-	-	-	-
2019/04/03	03:19	0.00	0.00	0.00	0.00	0.00	-0.16	-37.50	0.00	-	0.00	0.00	0.00	2.29	-	2.55	0.33	-	-	-	-
2019/04/03	03:20	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	7.97	0.57	7.16	-	0.00	0.00	-	-	-	-
2019/04/03	03:21	0.00	0.00	0.00	0.00	0.00	-0.25	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.85	0.00	-	-	-	-
2019/04/03	03:22	0.00	0.00	0.00	0.00	0.00	-0.35	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.27	0.94	-	-	-	-
2019/04/03	03:23	0.00	0.00	0.00	0.00	0.00	0.30	-37.50	0.00	-	0.00	4.10	1.92	0.00	-	0.00	2.32	-	-	-	-
2019/04/03	03:24	0.00	0.00	0.00	0.00	0.00	0.27	-37.50	0.00	-	0.00	2.98	0.00	5.58	-	4.33	0.00	-	-	-	-
2019/04/03	03:25	0.00	0.00	0.00	0.00	0.00	0.47	-37.50	0.00	-	0.00	7.22	0.00	0.00	-	0.00	4.05	-	-	-	-
2019/04/03	03:26	0.00	0.00	0.00	0.00	0.00	-0.14	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.08	0.28	-	-	-	-
2019/04/03	03:27	0.00	0.00	0.00	0.00	0.00	-0.07	-37.50	0.00	-	0.00	7.66	1.31	6.37	-	2.90	1.07	-	-	-	-
2019/04/03	03:28	0.00	0.00	0.00	0.00	0.00	-0.27	-37.50	0.00	-	0.00	1.69	0.00	0.00	-	0.00	7.60	-	-	-	-
2019/04/03	03:29	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	0.00	0.00	0.74	-	2.42	0.45	-	-	-	-
2019/04/03	03:30	0.00	0.00	0.00	0.00	0.00	0.38	-37.50	0.00	-	0.00	8.11	1.16	10.95	-	0.00	2.01	-	-	-	-
2019/04/03	03:31	0.00	0.00	0.00	0.00	0.00	0.50	-37.50	0.00	-	0.00	0.17	0.00	0.00	-	0.99	0.00	-	-	-	-
2019/04/03	03:32	0.00	0.00	0.00	0.00	0.00	0.03	-37.50	0.00	-	0.00	4.48	0.00	0.00	-	0.00	2.94	-	-	-	-
2019/04/03	03:33	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	0.00	-	0.00	0.00	0.66	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:34	0.00	0.00	0.00	0.00	0.00	-0.12	-37.50	0.00	-	0.00	4.15	0.00	5.06	-	1.99	0.00	-	-	-	-
2019/04/03	03:35	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	0.00	-	0.00	3.99	0.00	0.43	-	2.53	1.63	-	-	-	-
2019/04/03	03:36	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.22	-	-	-	-
2019/04/03	03:37	0.00	0.00	0.00	0.00	0.00	-0.38	-37.50	0.00	-	0.00	0.77	1.45	5.76	-	4.49	0.00	-	-	-	-
2019/04/03	03:38	0.00	0.00	0.00	0.00	0.00	-0.35	-37.50	0.00	-	0.00	2.82	0.00	0.87	-	0.00	8.19	-	-	-	-
2019/04/03	03:39	0.00	0.00	0.00	0.00	0.00	-0.31	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.96	0.00	-	-	-	-
2019/04/03	03:40	0.00	0.00	0.00	0.00	0.00	0.21	-37.50	0.00	-	0.00	7.54	1.81	0.00	-	0.00	1.93	-	-	-	-
2019/04/03	03:41	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	5.01	0.00	4.70	-	2.92	0.00	-	-	-	-
2019/04/03	03:42	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	6.33	0.00	7.34	-	0.00	4.24	-	-	-	-
2019/04/03	03:43	0.00	0.00	0.00	0.00	0.00	0.50	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:44	0.00	0.00	0.00	0.00	0.00	-0.06	-37.50	0.00	-	0.00	6.24	0.00	8.98	-	2.53	0.00	-	-	-	-
2019/04/03	03:45	0.00	0.00	0.00	0.00	0.00	0.47	-37.50	0.00	-	0.00	1.80	0.00	1.68	-	0.00	2.37	-	-	-	-
2019/04/03	03:46	0.00	0.00	0.00	0.00	0.00	0.12	-37.50	0.00	-	0.00	4.33	0.00	0.47	-	0.00	0.85	-	-	-	-
2019/04/03	03:47	0.00	0.00	0.00	0.00	0.00	-0.27	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:48	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	3.63	0.00	0.35	-	1.17	0.45	-	-	-	-
2019/04/03	03:49	0.00	0.00	0.00	0.00	0.00	0.42	-37.50	0.00	-	0.00	2.50	0.00	0.00	-	0.15	1.57	-	-	-	-
2019/04/03	03:50	0.00	0.00	0.00	0.00	0.00	0.37	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.90	0.00	-	-	-	-
2019/04/03	03:51	0.00	0.00	0.00	0.00	0.00	-0.16	-37.50	0.00	-	0.00	0.00	0.00	3.39	-	4.92	0.00	-	-	-	-
2019/04/03	03:52	0.00	0.00	0.00	0.00	0.00	-0.20	-37.50	0.00	-	0.00	2.62	0.00	6.65	-	0.00	4.98	-	-	-	-
2019/04/03	03:53	0.00	0.00	0.00	0.00	0.00	-0.18	-37.50	0.00	-	0.00	0.00	0.66	0.00	-	0.00	0.84	-	-	-	-
2019/04/03	03:54	0.00	0.00	0.00	0.00	0.00	0.38	-37.50	0.00	-	0.00	11.21	0.28	15.97	-	0.00	0.00	-	-	-	-
2019/04/03	03:55	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:56	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	1.58	0.60	4.12	-	0.62	4.13	-	-	-	-
2019/04/03	03:57	0.00	0.00	0.00	0.00	0.00	-0.03	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	03:58	0.00	0.00	0.00	0.00	0.00	0.01	-37.50	0.00	-	0.00	8.56	0.00	8.75	-	4.24	0.00	-	-	-	-
2019/04/03	03:59	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	2.98	0.00	2.43	-	0.00	6.08	-	-	-	-
2019/04/03	04:00	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.90	0.00	-	-	-	-
2019/04/03	04:01	0.00	0.00	0.00	0.00	0.00	0.10	-37.50	0.00	-	0.00	4.10	0.00	0.00	-	0.00	2.98	-	-	-	-
2019/04/03	04:02	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	0.00	0.04	0.00	-	3.45	0.00	-	-	-	-
2019/04/03	04:03	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	3.91	1.24	7.93	-	0.00	1.24	-	-	-	-
2019/04/03	04:04	0.00	0.00	0.00	0.00	0.00	0.29	-37.50	0.00	-	0.00	2.82	0.00	0.00	-	1.93	1.36	-	-	-	-
2019/04/03	04:05	0.00	0.00	0.00	0.00	0.00	0.03	-37.50	0.00	-	0.00	2.43	0.00	0.00	-	0.00	2.62	-	-	-	-
2019/04/03	04:06	0.00	0.00	0.00	0.00	0.00	0.44	-37.50	0.00	-	0.00	6.08	0.48	0.00	-	0.00	0.19	-	-	-	-
2019/04/03	04:07	0.00	0.00	0.00	0.00	0.00	0.05	-37.50	0.00	-	0.00	4.74	0.00	6.91	-	1.31	0.00	-	-	-	-
2019/04/03	04:08	0.00	0.00	0.00	0.00	0.00	-0.15	-37.50	0.00	-	0.00	1.09	0.00	9.43	-	1.84	1.39	-	-	-	-
2019/04/03	04:09	0.00	0.00	0.00	0.00	0.00	-0.15	-37.50	0.00	-	0.00	0.00	0.17	0.00	-	0.00	1.12	-	-	-	-
2019/04/03	04:10	0.00	0.00	0.00	0.00	0.00	0.19	-37.50	0.00	-	0.00	3.51	0.12	5.48	-	4.83	0.00	-	-	-	-
2019/04/03	04:11	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	1.69	0.00	2.56	-	0.00	5.71	-	-	-	-
2019/04/03	04:12	0.00	0.00	0.00	0.00	0.00	0.01	-37.50	0.00	-	0.00	0.73	0.00	0.00	-	2.68	0.00	-	-	-	-
2019/04/03	04:13	0.00	0.00	0.00	0.00	0.00	0.41	-37.50	0.00	-	0.00	12.05	0.00	1.65	-	0.00	1.28	-	-	-	-
2019/04/03	04:14	0.00	0.00	0.00	0.00	0.00	0.41	-37.50	0.00	-	0.00	0.84	0.00	0.88	-	2.76	0.00	-	-	-	-
2019/04/03	04:15	0.00	0.00	0.00	0.00	0.00	0.40	-37.50	0.00	-	0.00	3.86	0.00	4.83	-	0.00	3.52	-	-	-	-
2019/04/03	04:16	0.00	0.00	0.00	0.00	0.00	-0.06	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.38	0.00	-	-	-	-
2019/04/03	04:17	0.00	0.00	0.00	0.00	0.00	-0.13	-37.50	0.00	-	0.00	2.66	0.00	4.90	-	3.80	0.00	-	-	-	-
2019/04/03	04:18	0.00	0.00	0.00	0.00	0.00	-0.36	-37.50	0.00	-	0.00	0.00	0.00	4.25	-	0.50	5.00	-	-	-	-
2019/04/03	04:19	0.00	0.00	0.00	0.00	0.00	-0.44	-37.50	0.00	-	0.00	0.00	0.56	0.00	-	0.00	2.94	-	-	-	-
2019/04/03	04:20	0.00	0.00	0.00	0.00	0.00	-0.44	-37.50	0.00	-	0.00	4.16	1.39	5.90	-	0.00	0.23	-	-	-	-
2019/04/03	04:21	0.00	0.00	0.00	0.00	0.00	-0.34	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	2.73	-	-	-	-
2019/04/03	04:22	0.00	0.00	0.00	0.00	0.00	0.20	-37.50	0.00	-	0.00	1.48	1.43	3.68	-	0.69	1.82	-	-	-	-
2019/04/03	04:23	0.00	0.00	0.00	0.00	0.00	-0.24	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.70	-	-	-	-
2019/04/03	04:24	0.00	0.00	0.00	0.00	0.00	-0.33	-37.50	0.00	-	0.00	4.31	0.66	7.55	-	2.53	0.00	-	-	-	-
2019/04/03	04:25	0.00	0.00	0.00	0.00	0.00	0.27	-37.50	0.00	-	0.00	4.65	0.00	0.00	-	0.00	4.35	-	-	-	-
2019/04/03	04:26	0.00	0.00	0.00	0.00	0.00	-0.19	-37.50	0.00	-	0.00	0.00	0.00	0.22	-	0.85	0.19	-	-	-	-
2019/04/03	04:27	0.00	0.00	0.00	0.00	0.00	-0.24	-37.50	0.00	-	0.00	4.18	0.43	6.97	-	5.02	0.00	-	-	-	-
2019/04/03	04:28	0.00	0.00	0.00	0.00	0.00	-0.20	-37.50	0.00	-	0.00	0.81	0.00	0.00	-	0.00	5.92	-	-	-	-
2019/04/03	04:29	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.00	-	0.00	1.32	1.64	0.71	-	0.00	3.88	-	-	-	-
2019/04/03	04:30	0.00	0.00	0.00	0.00	0.00	-0.19	-37.50	0.00	-	0.00	7.80	0.00	5.19	-	3.51	1.56	-	-	-	-
2019/04/03	04:31	0.00	0.00	0.00	0.00	0.00	-0.26	-37.50	0.00	-	0.00	3.31	0.00	3.60	-	0.00	4.58	-	-	-	-
2019/04/03	04:32	0.00	0.00	0.00	0.00	0.00	0.08	-37.50	0.00	-	0.00	3.26	0.00	4.88	-	0.65	0.86	-	-	-	-
2019/04/03	04:33	0.00	0.00	0.00	0.00	0.00	-0.04	-37.50	0.00	-	0.00	6.80	0.00	4.22	-	0.00	0.78	-	-	-	-
2019/04/03	04:34	0.00	0.00	0.00	0.00	0.00	-0.05	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.12	0.00	-	-	-	-
2019/04/03	04:35	0.00	0.00	0.00	0.00	0.00	0.10	-37.50	0.00	-	0.00	2.07	0.00	0.00	-	0.00	2.93	-	-	-	-
2019/04/03	04:36	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	0.00	1.22	0.00	-	0.00	1.32	-	-	-	-
2019/04/03	04:37	0.00	0.00	0.00	0.00	0.00	-0.06	-37.50	0.00	-	0.00	4.92	0.00	4.03	-	4.83	0.00	-	-	-	-
2019/04/03	04:38	0.00	0.00	0.00	0.00	0.00	0.47	-37.50	0.00	-	0.00	10.29	0.00	4.30	-	0.00	5.18	-	-	-	-
2019/04/03	04:39	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.76	0.00	-	-	-	-
2019/04/03	04:40	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	9.30	1.32	16.65	-	1.50	1.92	-	-	-	-
2019/04/03	04:41	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	0.77	0.00	0.00	-	0.30	3.54	-	-	-	-
2019/04/03	04:42	0.00	0.00	0.00	0.00	0.00	0.29	-37.50	0.00	-	0.00	1.82	0.00	0.93	-	3.71	0.00	-	-	-	-
2019/04/03	04:43	0.00	0.00	0.00	0.00	0.00	0.26	-37.50	0.00	-	0.00	3.98	0.91	0.00	-	0.00	2.44	-	-	-	-
2019/04/03	04:44	0.00	0.00	0.00	0.00	0.00	0.54	-37.50	0.00	-	0.00	8.38	0.00	2.24	-	2.62	0.00	-	-	-	-
2019/04/03	04:45	0.00	0.00	0.00	0.00	0.00	0.51	-37.50	0.00	-	0.00	5.23	0.00	4.40	-	0.89	4.16	-	-	-	-
2019/04/03	04:46	0.00	0.00	0.00	0.00	0.00	0.37	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	1.57	-	-	-	-
2019/04/03	04:47	0.00	0.00	0.00	0.00	0.00	0.40	-37.50	0.00	-	0.00	4.64	0.00	13.07	-	6.63	0.00	-	-	-	-
2019/04/03	04:48	0.00	0.00	0.00	0.00	0.00	-0.11	-37.50	0.00	-	0.00	0.00	0.00	1.30	-	1.15	3.29	-	-	-	-
2019/04/03	04:49	0.00	0.00	0.00	0.00	0.00	-0.16	-37.50	0.00	-	0.00	0.65	0.98	3.24	-	1.25	3.11	-	-	-	-
2019/04/03	04:50	0.00	0.00	0.00	0.00	0.00	-0.14	-37.50	0.00	-	0.00	2.95	0.00	2.51	-	0.00	0.00	-	-	-	-
2019/04/03	04:51	0.00	0.00	0.00	0.00	0.00	0.23	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	04:52	0.00	0.00	0.00	0.00	0.00	-0.14	-37.50	0.00	-	0.00	0.00	0.00	0.26	-	3.98	1.62	-	-	-	-
2019/04/03	04:53	0.00	0.00	0.00	0.00	0.00	-0.22	-37.50	0.00	-	0.00	0.00	0.94	0.00	-	0.00	1.61	-	-	-	-
2019/04/03	04:54	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	3.33	0.00	2.84	-	4.19	0.00	-	-	-	-
2019/04/03	04:55	0.00	0.00	0.00	0.00	0.00	-0.25	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	6.15	-	-	-	-
2019/04/03	04:56	0.00	0.00	0.00	0.00	0.00	-0.39	-37.50	0.00	-	0.00	0.00	0.79	1.71	-	2.15	1.02	-	-	-	-
2019/04/03	04:57	0.00	0.00	0.00	0.00	0.00	0.16	-37.50	0.00	-	0.00	9.61	2.91	8.02	-	0.00	2.18	-	-	-	-
2019/04/03	04:58	0.00	0.00	0.00	0.00	0.00	0.37	-37.50	0.00	-	0.00	2.13	0.00	0.00	-	0.09	1.98	-	-	-	-
2019/04/03	04:59	0.00	0.00	0.00	0.00	0.00	-0.21	-37.50	0.00	-	0.00	1.45	0.00	0.00	-	0.58	1.44	-	-	-	-
2019/04/03	05:00	0.00	0.00	0.00	0.00	0.00	-0.19	-37.50	0.00	-	0.00	0.89	0.47	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:01	0.00	0.00	0.00	0.00	0.00	0.07	-37.50	0.00	-	0.00	4.93	0.00	4.07	-	0.00	2.44	-	-	-	-
2019/04/03	05:02	0.00	0.00	0.00	0.00	0.00	-0.39	-37.50	0.00	-	0.00	0.00	0.34	0.11	-	1.62	1.97	-	-	-	-
2019/04/03	05:03	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	8.37	2.76	5.25	-	0.00	1.29	-	-	-	-
2019/04/03	05:04	0.00	0.00	0.00	0.00	0.00	0.17	-37.50	0.00	-	0.00	5.07	0.00	0.00	-	0.00	3.16	-	-	-	-
2019/04/03	05:05	0.00	0.00	0.00	0.00	0.00	0.20	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.54	0.00	-	-	-	-
2019/04/03	05:06	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	6.12	0.00	0.00	-	0.00	0.18	-	-	-	-
2019/04/03	05:07	0.00	0.00	0.00	0.00	0.00	0.06	-37.50	0.00	-	0.00	0.70	0.00	10.37	-	3.98	0.00	-	-	-	-
2019/04/03	05:08	0.00	0.00	0.00	0.00	0.00	0.03	-37.50	0.00	-	0.00	5.47	0.50	3.03	-	0.00	5.42	-	-	-	-
2019/04/03	05:09	0.00	0.00	0.00	0.00	0.00	-0.02	-37.50	0.00	-	0.00	0.00	0.37	0.00	-	1.35	0.00	-	-	-	-
2019/04/03	05:10	0.00	0.00	0.00	0.00	0.00	0.31	-37.50	0.00	-	0.00	8.87	0.97	11.08	-	1.62	0.00	-	-	-	-
2019/04/03	05:11	0.00	0.00	0.00	0.00	0.00	0.12	-37.50	0.00	-	0.00	4.13	0.00	3.86	-	0.00	3.90	-	-	-	-
2019/04/03	05:12	0.00	0.00	0.00	0.00	0.00	-0.08	-37.50	0.00	-	0.00	2.54	0.00	4.88	-	0.94	0.00	-	-	-	-
