yyyy/mm/dd	hh:mm	V_Viento	D_Viento	Temp_Air	Rad_Dir	Ele_Sol	Ori_Sol	Top	Mid	Bot	Cal_Top	Cal_Mid	Cal_Bot	Pres_Aire
2019/04/03	06:58	0.521	164.050	8.448	1.055	11.012	92.452	-0.412	-0.412	-0.521	6.532	9.288	3.114	350.014
2019/04/03	06:59	0.419	94.653	8.462	0.684	11.201	92.616	-0.412	-0.410	-0.514	11.330	7.256	5.343	350.014
2019/04/03	07:00	0.407	97.886	8.487	0.519	11.391	92.779	-0.416	-0.417	-0.510	4.762	6.475	9.379	350.014
2019/04/03	07:01	0.572	156.477	8.486	0.444	11.580	92.943	-0.410	-0.413	-0.513	5.271	12.050	4.863	350.014
2019/04/03	07:02	0.657	162.482	8.451	0.553	11.768	93.108	-0.405	-0.410	-0.510	12.016	0.897	7.451	350.014
2019/04/03	07:03	0.710	187.260	8.415	0.621	11.957	93.272	-0.399	-0.408	-0.510	8.303	4.524	10.908	350.014
2019/04/03	07:04	0.692	212.787	8.403	0.591	12.146	93.437	-0.387	-0.401	-0.507	3.052	10.384	6.479	350.014
2019/04/03	07:05	0.715	226.625	8.389	0.656	12.335	93.600	-0.362	-0.386	-0.497	5.675	7.703	10.504	350.014
2019/04/03	07:06	0.701	243.372	8.353	0.691	12.528	93.768	-0.327	-0.363	-0.486	7.082	10.568	3.965	350.014
2019/04/03	07:07	0.387	159.003	8.346	0.538	12.716	93.933	-0.298	-0.342	-0.471	7.773	10.561	3.809	350.014
2019/04/03	07:08	0.175	106.775	8.370	0.270	12.905	94.098	-0.261	-0.314	-0.453	7.130	7.187	8.859	350.014
2019/04/03	07:09	0.146	136.973	8.411	0.179	13.094	94.263	-0.193	-0.264	-0.424	10.177	5.372	10.221	350.014
2019/04/03	07:10	0.223	185.421	8.449	0.326	13.282	94.429	-0.109	-0.197	-0.377	11.830	7.431	2.786	350.014
2019/04/03	07:11	0.381	238.738	8.464	0.583	13.473	94.594	-0.033	-0.134	-0.335	7.766	5.304	11.916	350.014
2019/04/03	07:12	0.337	174.740	8.501	0.708	13.661	94.760	0.041	-0.072	-0.293	6.900	4.616	9.856	350.014
2019/04/03	07:13	0.343	135.604	8.531	0.665	13.850	94.926	0.153	0.025	-0.217	9.932	5.814	8.493	350.014
2019/04/03	07:14	0.399	170.804	8.549	0.699	14.039	95.092	0.305	0.158	-0.119	9.548	6.617	9.443	350.014
2019/04/03	07:15	0.328	194.385	8.579	0.796	14.227	95.259	0.445	0.281	-0.026	5.222	9.639	8.218	350.014
2019/04/03	07:16	0.537	220.029	8.611	1.028	14.417	95.424	0.566	0.390	0.065	7.968	8.367	6.943	350.014
2019/04/03	07:17	0.752	261.278	8.695	1.257	14.605	95.591	0.729	0.537	0.185	7.754	5.575	8.532	350.014
2019/04/03	07:18	1.054	264.209	8.764	1.544	14.794	95.758	0.971	0.759	0.374	4.642	9.272	11.376	350.014
2019/04/03	07:19	1.574	232.065	8.725	2.110	14.982	95.926	1.311	1.117	0.742	5.397	11.669	8.146	350.014
2019/04/03	07:20	1.217	217.994	8.676	2.466	15.171	96.093	13.370	7.927	3.691	12.635	9.887	2.873	350.014
2019/04/03	07:21	0.853	218.525	8.669	2.757	15.359	96.261	117.087	114.839	103.311	9.636	7.919	4.982	350.014
2019/04/03	07:22	1.036	206.913	8.677	4.064	15.549	96.428	278.410	344.403	338.274	8.337	1.874	7.469	350.014
2019/04/03	07:23	0.904	187.896	8.708	22.318	15.737	96.597	359.298	493.587	506.969	8.034	3.699	10.613	350.014
2019/04/03	07:24	0.765	200.152	8.767	147.644	15.926	96.765	395.055	553.823	582.467	13.868	5.535	7.008	350.014
2019/04/03	07:25	0.904	220.326	8.827	392.739	16.114	96.934	435.284	616.791	652.830	9.908	9.312	6.377	350.014
2019/04/03	07:26	1.209	221.352	8.839	564.152	16.302	97.103	453.924	641.349	680.087	9.396	7.813	9.250	350.014
2019/04/03	07:27	1.310	222.172	8.829	599.632	16.490	97.272	458.049	644.048	682.709	6.934	4.295	11.145	350.014
2019/04/03	07:28	1.416	224.131	8.815	604.169	16.682	97.443	463.411	647.937	686.000	5.493	6.778	11.266	350.014
2019/04/03	07:29	1.546	216.678	8.792	610.412	16.870	97.613	470.051	652.967	690.118	5.677	8.462	7.674	350.014
2019/04/03	07:30	1.367	220.564	8.812	614.545	17.058	97.783	474.179	655.676	692.494	8.947	7.145	6.417	350.014
2019/04/03	07:31	1.194	220.861	8.872	618.285	17.246	97.953	478.408	658.050	694.342	5.967	12.402	6.221	350.014
2019/04/03	07:32	0.882	218.687	8.985	622.561	17.428	98.118	483.159	661.104	696.848	11.742	10.033	6.367	350.014
2019/04/03	07:33	0.696	235.712	9.085	626.586	17.617	98.287	484.482	661.931	697.894	7.188	7.563	7.256	350.014
2019/04/03	07:34	1.170	248.902	9.119	628.243	17.804	98.458	480.046	654.041	689.891	7.667	10.968	7.030	350.014
2019/04/03	07:35	1.358	251.677	9.103	624.701	17.992	98.630	483.354	652.396	686.759	4.154	8.386	8.200	350.014
2019/04/03	07:36	0.950	262.284	9.153	621.314	18.180	98.802	495.175	664.586	698.743	9.576	6.347	8.903	350.014
2019/04/03	07:37	0.859	255.876	9.230	630.118	18.367	98.973	502.420	672.845	707.789	11.488	6.016	10.186	350.014
2019/04/03	07:38	0.942	233.154	9.242	642.283	18.554	99.146	507.244	675.996	710.616	9.948	8.013	6.382	350.014
2019/04/03	07:39	0.857	228.501	9.244	646.526	18.742	99.317	511.654	678.160	712.175	10.439	9.730	10.619	350.014
2019/04/03	07:40	0.703	203.393	9.372	646.482	18.930	99.490	510.448	674.949	709.513	9.476	4.153	12.472	350.014
2019/04/03	07:41	0.720	177.754	9.662	646.823	19.117	99.663	503.454	663.824	698.284	14.094	1.968	10.804	350.014
2019/04/03	07:42	1.021	179.923	9.910	644.530	19.304	99.836	508.908	664.546	695.616	7.352	10.267	6.852	350.014
2019/04/03	07:43	1.004	208.172	9.844	632.491	19.491	100.010	516.721	671.860	702.146	8.471	8.602	8.357	350.014
2019/04/03	07:44	0.567	262.250	9.758	633.881	19.678	100.184	516.539	672.050	704.055	9.579	8.175	3.926	350.014
2019/04/03	07:45	0.712	237.076	9.933	647.115	19.866	100.358	518.199	674.218	707.427	7.049	5.737	11.534	350.014
2019/04/03	07:46	0.997	180.784	10.117	657.267	20.052	100.532	515.624	671.427	707.195	5.896	7.784	10.659	350.014
2019/04/03	07:47	0.737	187.575	10.233	657.802	20.239	100.707	515.425	666.954	700.562	9.217	5.785	9.299	350.014
2019/04/03	07:48	0.869	201.007	10.294	645.563	20.425	100.883	526.793	677.702	708.109	8.280	9.862	10.563	350.014
2019/04/03	07:49	1.055	213.173	10.281	649.103	20.611	101.058	531.955	683.960	717.107	11.211	10.515	3.631	350.014
2019/04/03	07:50	0.831	231.936	10.221	659.576	20.799	101.233	532.753	681.630	714.985	4.369	12.095	10.622	350.014
2019/04/03	07:51	0.878	248.306	10.202	655.253	20.988	101.413	539.180	688.207	719.743	9.747	8.801	5.207	350.014
2019/04/03	07:52	1.174	247.869	10.204	649.393	21.174	101.590	535.910	684.005	715.835	11.230	4.613	8.534	350.014
2019/04/03	07:53	1.215	219.225	10.266	654.187	21.360	101.767	531.751	677.440	710.009	4.476	9.501	10.356	350.014
2019/04/03	07:54	1.120	206.259	10.313	632.403	21.546	101.944	513.601	653.129	684.160	14.072	6.829	5.953	350.014
2019/04/03	07:55	1.157	218.335	10.216	634.091	21.732	102.122	516.951	655.772	686.671	9.044	5.893	9.170	350.014
2019/04/03	07:56	1.375	230.199	10.039	671.102	21.918	102.299	546.493	692.428	725.963	7.267	7.488	6.036	350.014
2019/04/03	07:57	1.300	242.522	10.007	677.859	22.104	102.478	551.983	699.163	733.775	9.722	4.924	10.394	350.013
2019/04/03	07:58	1.102	250.417	10.107	678.182	22.289	102.657	552.521	698.729	733.533	11.231	8.501	8.399	350.013
2019/04/03	07:59	1.094	248.112	10.115	681.320	22.474	102.837	556.714	701.200	735.418	9.193	6.854	9.015	350.013
2019/04/03	08:00	0.827	239.330	10.219	684.981	22.659	103.017	561.013	704.377	738.315	13.637	5.034	6.268	350.013
2019/04/03	08:01	0.755	227.424	10.398	681.653	22.846	103.196	557.819	700.217	734.538	11.735	3.334	11.181	350.013
2019/04/03	08:02	0.657	239.032	10.507	680.526	23.030	103.377	556.785	698.397	733.189	6.596	13.893	2.746	350.013
2019/04/03	08:03	0.715	236.047	10.609	683.846	23.215	103.558	560.603	700.799	735.112	8.770	10.284	2.227	350.013
2019/04/03	08:04	1.362	218.433	10.546	681.756	23.400	103.739	560.410	699.013	733.092	9.297	10.583	4.412	350.013
2019/04/03	08:05	1.397	245.990	10.517	674.126	23.584	103.921	553.729	690.632	724.798	10.691	8.010	5.560	350.013
2019/04/03	08:06	1.592	276.946	10.550	654.404	23.768	104.104	538.644	670.377	702.700	6.519	10.150	11.523	350.013
2019/04/03	08:07	1.731	286.958	10.472	647.052	23.954	104.285	536.172	663.672	694.321	10.031	11.487	4.339	350.013
2019/04/03	08:08	1.232	246.918	10.603	673.276	24.138	104.468	558.109	688.719	721.394	7.004	10.866	10.102	350.013
2019/04/03	08:09	1.171	211.565	10.829	695.650	24.321	104.652	576.525	710.185	744.688	7.795	9.976	10.672	350.013
2019/04/03	08:10	1.569	243.022	10.786	693.528	24.505	104.836	576.770	707.914	741.501	14.899	7.912	5.550	350.013
2019/04/03	08:11	1.810	247.057	10.686	678.169	24.688	105.021	566.038	692.496	724.531	2.946	11.068	11.256	350.013
2019/04/03	08:12	1.560	214.532	10.832	677.704	24.872	105.206	564.144	689.290	722.093	11.933	10.264	4.847	350.013
2019/04/03	08:13	1.655	218.495	10.849	611.625	25.059	105.394	512.697	624.198	651.532	6.494	10.251	8.351	350.013
2019/04/03	08:14	1.905	221.473	10.808	569.042	25.242	105.579	479.700	581.809	605.002	10.426	5.349	13.431	350.013
2019/04/03	08:15	1.976	210.060	10.932	608.346	25.425	105.766	510.313	618.022	643.967	9.752	13.626	6.138	350.013
2019/04/03	08:16	1.464	222.356	11.104	640.438	25.608	105.953	539.021	651.774	680.261	8.834	12.491	7.455	350.013
2019/04/03	08:17	0.955	240.359	11.314	683.264	25.784	106.134	572.950	694.016	726.906	11.240	11.940	6.148	350.013
2019/04/03	08:18	1.231	235.496	11.434	706.353	25.968	106.321	590.591	715.669	750.553	9.226	5.579	10.667	350.013
2019/04/03	08:19	1.328	225.802	11.498	688.079	26.150	106.510	574.370	694.765	727.583	11.747	7.087	8.871	350.013
2019/04/03	08:20	1.539	221.215	11.562	579.737	26.332	106.699	486.634	585.613	609.249	12.505	8.814	7.393	350.013
2019/04/03	08:21	1.954	210.002	11.651	521.410	26.514	106.888	443.617	531.506	551.243	11.615	11.803	8.221	350.013
2019/04/03	08:22	2.085	208.994	11.530	498.830	26.696	107.078	425.503	508.216	526.205	6.888	12.565	7.570	350.013
2019/04/03	08:23	1.627	211.612	11.399	481.282	26.878	107.269	409.636	486.936	502.587	7.297	9.164	10.377	350.013
2019/04/03	08:24	1.782	211.771	11.355	558.640	27.060	107.459	475.383	566.212	588.861	11.274	6.849	7.094	350.013
2019/04/03	08:25	2.194	215.824	11.257	540.065	27.241	107.650	460.401	547.749	569.300	7.619	7.101	11.406	350.013
2019/04/03	08:26	2.035	221.657	11.229	521.609	27.422	107.842	441.888	526.247	546.924	12.018	6.247	5.901	350.013
2019/04/03	08:27	2.078	218.275	11.294	565.648	27.603	108.035	480.082	572.787	597.617	6.209	8.431	11.890	350.013
2019/04/03	08:28	2.108	219.795	11.388	562.316	27.783	108.228	478.194	567.986	591.624	6.212	11.617	7.998	350.013
2019/04/03	08:29	2.312	212.715	11.538	513.391	27.964	108.422	440.397	519.265	537.633	6.635	13.195	6.779	350.013
2019/04/03	08:30	2.512	221.049	11.529	537.998	28.145	108.616	465.417	546.827	566.464	9.319	8.519	10.848	350.013
2019/04/03	08:31	2.745	234.332	11.331	659.693	28.325	108.811	564.959	665.807	695.502	7.124	7.069	11.853	350.013
2019/04/03	08:32	2.824	237.042	11.180	702.012	28.505	109.007	600.668	706.980	739.678	10.529	5.597	10.164	350.013
2019/04/03	08:33	2.154	248.701	11.165	666.559	28.685	109.203	572.565	670.122	698.575	5.105	8.754	8.831	350.013
2019/04/03	08:34	1.697	248.748	11.334	621.822	28.864	109.399	534.118	621.499	645.206	6.137	9.750	10.564	350.013
2019/04/03	08:35	2.222	274.142	11.407	566.591	29.044	109.595	490.456	567.734	586.963	10.920	6.591	12.860	350.013
2019/04/03	08:36	2.098	285.322	11.359	544.029	29.226	109.797	475.575	548.235	565.387	11.551	3.961	12.748	350.013
2019/04/03	08:37	1.661	262.274	11.388	548.245	29.405	109.995	480.874	550.730	566.042	12.943	4.048	12.507	350.013
2019/04/03	08:38	1.754	255.663	11.584	611.641	29.583	110.194	537.010	614.096	633.331	6.338	9.940	10.253	350.013
2019/04/03	08:39	1.892	236.763	11.822	723.848	29.761	110.394	630.744	723.928	752.404	7.698	8.747	8.954	350.013
2019/04/03	08:40	2.301	218.610	11.906	747.258	29.939	110.594	649.346	744.387	774.578	15.436	10.812	2.816	350.013
2019/04/03	08:41	2.283	216.077	11.911	702.122	30.118	110.794	612.053	698.873	725.463	8.184	6.090	11.173	350.013
2019/04/03	08:42	1.901	245.160	11.854	625.430	30.296	110.996	548.038	623.154	643.595	8.141	13.082	3.232	350.013
2019/04/03	08:43	1.940	253.785	11.763	626.758	30.473	111.198	550.409	625.406	646.003	13.073	9.849	2.800	350.013
2019/04/03	08:44	2.642	230.715	11.528	685.709	30.650	111.401	600.776	682.526	707.712	16.137	9.160	3.854	350.013
2019/04/03	08:45	2.310	221.189	11.456	681.334	30.827	111.605	600.136	678.575	702.461	4.899	6.403	14.470	350.013
2019/04/03	08:46	1.284	191.956	11.865	695.469	31.005	111.808	613.337	691.289	715.359	15.049	5.301	6.460	350.013
2019/04/03	08:47	1.541	182.222	12.169	700.845	31.181	112.013	616.376	693.544	717.605	7.859	7.318	12.272	350.013
2019/04/03	08:48	2.250	194.751	12.199	660.491	31.357	112.219	583.189	653.867	674.522	9.337	7.768	11.557	350.013
2019/04/03	08:49	2.465	215.415	12.038	635.355	31.533	112.425	563.198	630.676	649.869	7.526	15.176	5.307	350.013
2019/04/03	08:50	2.245	232.652	11.756	664.042	31.708	112.632	588.669	659.394	681.397	10.902	3.953	12.365	350.013
2019/04/03	08:51	2.012	233.162	11.562	720.250	31.884	112.840	638.899	713.308	738.605	12.202	10.237	5.216	350.013
2019/04/03	08:52	2.321	266.372	11.498	759.397	32.060	113.047	675.015	749.893	776.001	4.476	9.097	10.569	350.013
2019/04/03	08:53	2.359	304.872	11.574	789.147	32.235	113.256	700.899	778.438	806.644	2.956	9.036	10.035	350.013
2019/04/03	08:54	1.831	261.075	11.860	798.296	32.409	113.466	708.471	786.277	815.235	12.807	5.348	8.689	350.013
2019/04/03	08:55	1.727	198.233	12.179	804.463	32.583	113.677	715.517	790.769	818.844	13.729	5.766	8.354	350.013
2019/04/03	08:56	1.705	174.006	12.423	808.192	32.757	113.888	720.387	793.455	820.991	9.195	9.182	10.883	350.013
2019/04/03	08:57	1.639	175.745	12.537	806.865	32.931	114.100	719.905	791.445	818.671	10.452	11.911	3.945	350.013
2019/04/03	08:58	1.299	152.340	12.595	805.755	33.109	114.316	719.340	790.162	817.268	10.195	2.663	12.978	350.013
2019/04/03	08:59	0.878	145.399	12.777	811.607	33.282	114.530	724.725	794.712	821.847	9.165	6.677	14.368	350.013
2019/04/03	09:00	0.653	147.287	13.058	810.853	33.454	114.744	724.495	792.365	818.708	12.826	9.605	6.596	350.013
2019/04/03	09:01	0.981	193.518	13.115	806.281	33.627	114.959	720.700	787.041	812.941	6.438	14.294	8.037	350.013
2019/04/03	09:02	1.695	242.548	12.726	778.061	33.793	115.168	695.769	759.153	784.064	16.650	4.650	7.226	350.013
2019/04/03	09:03	2.263	217.735	12.123	696.940	33.966	115.383	625.633	681.102	701.830	4.270	13.833	12.573	350.013
2019/04/03	09:04	2.433	209.412	11.820	616.313	34.138	115.601	556.244	603.743	619.800	5.941	10.571	10.041	350.013
2019/04/03	09:05	2.654	198.958	11.935	536.433	34.309	115.819	486.078	525.426	536.915	6.686	11.052	12.049	350.013
2019/04/03	09:06	2.306	180.459	12.115	488.980	34.480	116.038	444.616	479.170	488.465	17.495	8.020	5.465	350.013
2019/04/03	09:07	1.126	185.679	12.285	506.589	34.651	116.258	459.355	496.078	506.660	15.394	3.065	9.922	350.013
2019/04/03	09:08	1.276	227.658	12.221	573.268	34.821	116.479	516.958	560.914	575.511	14.540	13.696	2.847	350.013
2019/04/03	09:09	1.616	242.631	12.052	614.199	34.992	116.700	551.024	599.576	617.023	4.450	11.349	9.841	350.013
2019/04/03	09:10	1.260	237.072	11.977	621.211	35.162	116.922	559.178	608.144	626.497	9.715	16.639	3.306	350.012
2019/04/03	09:11	1.316	223.011	12.009	642.168	35.331	117.145	578.940	628.323	647.608	5.399	8.357	14.772	350.013
2019/04/03	09:12	1.457	215.482	12.059	599.799	35.500	117.369	539.636	584.661	601.583	14.271	1.116	12.939	350.013
2019/04/03	09:13	1.235	229.962	12.111	525.571	35.669	117.594	473.744	513.030	526.724	5.488	11.263	13.197	350.013
2019/04/03	09:14	1.059	234.079	12.241	505.483	35.837	117.820	455.175	493.768	507.108	13.521	10.957	1.957	350.013
2019/04/03	09:15	1.245	238.755	12.388	563.896	36.006	118.046	506.424	551.584	568.729	17.151	7.846	7.064	350.013
2019/04/03	09:16	1.909	259.071	12.288	610.641	36.174	118.273	546.701	596.234	616.045	17.511	4.977	4.918	350.013
2019/04/03	09:17	2.434	269.820	11.950	601.045	36.341	118.502	540.848	588.494	607.742	10.443	5.319	15.202	350.013
2019/04/03	09:18	2.262	292.224	11.851	599.074	36.508	118.731	539.927	587.162	606.980	8.058	10.851	12.178	350.013
2019/04/03	09:19	2.054	284.434	11.919	574.511	36.674	118.961	514.821	561.456	581.146	12.723	3.924	14.725	350.013
2019/04/03	09:20	2.143	259.579	11.817	542.840	36.842	119.192	489.468	531.617	548.826	17.266	2.794	10.941	350.013
2019/04/03	09:21	2.054	276.185	11.681	570.180	37.010	119.428	516.712	559.562	578.087	14.834	5.655	10.511	350.013
2019/04/03	09:22	1.878	281.285	11.720	632.236	37.176	119.661	568.160	618.685	642.633	6.696	7.711	15.859	350.013
2019/04/03	09:23	2.050	266.320	11.834	693.968	37.341	119.895	623.362	679.343	707.513	9.843	14.494	2.984	350.013
2019/04/03	09:24	2.017	244.749	12.087	753.574	37.505	120.130	675.939	736.773	768.837	9.107	8.279	12.116	350.013
2019/04/03	09:25	2.352	222.317	12.319	786.783	37.669	120.366	701.579	766.204	801.178	8.860	6.092	12.051	350.013
2019/04/03	09:26	2.779	215.146	12.241	796.527	37.835	120.602	712.305	776.232	811.552	9.457	13.177	7.843	350.013
2019/04/03	09:27	2.364	221.242	12.206	788.752	37.998	120.840	711.851	770.788	803.403	11.630	6.527	10.974	350.013
2019/04/03	09:28	2.031	221.572	12.293	785.405	38.161	121.079	715.188	768.876	798.324	12.909	10.656	6.355	350.013
2019/04/03	09:29	2.030	217.153	12.344	809.824	38.324	121.319	717.744	766.969	799.693	9.962	12.084	6.133	350.013
2019/04/03	09:30	2.526	221.292	12.213	827.598	38.486	121.560	728.071	778.255	816.351	8.736	7.957	7.676	350.013
2019/04/03	09:31	2.563	230.665	12.023	834.360	38.649	121.800	750.357	804.482	844.091	7.879	9.377	10.891	350.013
2019/04/03	09:32	2.151	235.234	12.121	823.438	38.810	122.043	740.956	793.166	831.446	14.310	8.348	6.013	350.013
2019/04/03	09:33	2.696	232.210	12.088	822.069	38.971	122.287	741.492	791.868	829.224	8.064	13.218	6.322	350.013
2019/04/03	09:34	2.556	239.467	11.964	834.847	39.132	122.532	755.233	804.247	841.835	11.946	7.248	11.323	350.013
2019/04/03	09:35	2.229	248.261	11.957	836.144	39.292	122.777	756.612	803.993	841.408	11.236	12.038	7.222	350.013
2019/04/03	09:36	2.316	256.638	11.981	836.839	39.451	123.025	756.356	804.217	842.522	6.019	12.767	9.919	350.013
2019/04/03	09:37	2.648	251.925	11.938	831.519	39.612	123.272	749.930	799.756	839.408	12.299	5.068	13.089	350.013
2019/04/03	09:38	2.978	242.815	11.961	824.678	39.771	123.521	741.180	794.583	836.407	12.403	8.230	8.874	350.013
2019/04/03	09:39	2.486	228.120	12.195	828.235	39.929	123.771	743.588	797.871	840.400	8.714	11.356	6.628	350.013
2019/04/03	09:40	2.108	216.907	12.444	836.277	40.087	124.022	751.924	803.416	844.576	12.008	9.681	8.804	350.013
2019/04/03	09:41	2.264	232.880	12.562	841.490	40.244	124.274	755.569	807.098	848.836	11.994	7.932	11.444	350.013
2019/04/03	09:42	3.143	229.606	12.253	840.175	40.401	124.528	753.602	806.863	850.045	7.503	11.164	8.090	350.013
2019/04/03	09:43	3.423	231.800	11.880	830.833	40.561	124.785	743.236	800.222	846.055	9.498	9.336	8.020	350.013
2019/04/03	09:44	3.199	231.143	11.713	821.463	40.717	125.041	731.610	792.653	841.347	8.769	6.158	8.752	350.013
2019/04/03	09:45	3.101	218.017	11.742	708.483	40.872	125.298	634.698	684.592	724.468	10.220	7.805	9.442	350.013
2019/04/03	09:46	2.823	218.119	12.020	722.137	41.027	125.555	650.960	694.532	730.821	7.962	11.712	7.544	350.013
2019/04/03	09:47	2.431	256.171	12.191	839.399	41.177	125.806	750.970	804.087	849.270	11.634	8.841	7.567	350.013
2019/04/03	09:48	2.230	286.871	12.230	826.516	41.332	126.065	733.289	792.121	842.193	7.271	8.754	9.044	350.013
2019/04/03	09:49	2.379	262.880	12.087	827.922	41.485	126.326	736.622	794.185	843.808	9.048	7.679	8.041	350.013
2019/04/03	09:50	1.862	259.375	12.041	822.936	41.638	126.588	735.606	789.121	836.020	11.447	9.032	6.904	350.012
2019/04/03	09:51	2.109	259.651	12.208	828.510	41.791	126.852	741.868	793.008	838.259	12.371	6.326	6.627	350.013
2019/04/03	09:52	3.283	226.116	12.196	846.663	41.942	127.117	761.040	810.149	854.138	12.610	7.484	9.547	350.013
2019/04/03	09:53	3.778	218.904	12.052	848.112	42.094	127.382	764.775	812.442	856.232	7.135	12.880	7.785	350.013
2019/04/03	09:54	3.787	227.655	12.008	846.207	42.246	127.649	763.780	811.428	855.428	12.078	6.853	9.339	350.013
2019/04/03	09:55	3.569	226.444	12.002	843.775	42.396	127.917	760.426	809.248	853.787	4.355	9.580	7.343	350.013
2019/04/03	09:56	3.321	222.532	11.947	844.715	42.546	128.186	761.201	809.827	854.164	8.084	9.295	11.333	350.013
2019/04/03	09:57	2.947	236.823	12.050	849.614	42.695	128.457	767.157	813.434	856.593	7.098	12.394	9.467	350.013
2019/04/03	09:58	2.338	245.718	12.155	850.949	42.844	128.729	767.464	813.585	856.857	10.252	6.555	7.142	350.012
2019/04/03	09:59	2.201	268.071	12.187	844.994	42.992	129.002	758.390	807.790	853.331	8.279	10.710	5.323	350.013
2019/04/03	10:00	2.568	269.324	12.255	842.610	43.140	129.276	754.789	805.478	852.368	8.303	10.038	11.098	350.013
2019/04/03	10:01	2.617	250.088	12.256	840.540	43.287	129.551	752.432	803.724	851.513	13.156	9.077	7.025	350.013
2019/04/03	10:02	2.317	251.189	12.326	846.200	43.434	129.828	759.816	807.996	854.336	9.895	6.561	11.789	350.013
2019/04/03	10:03	2.892	225.638	12.327	856.092	43.579	130.106	773.021	816.228	859.853	7.411	8.427	10.551	350.013
2019/04/03	10:04	3.232	207.375	12.205	856.529	43.724	130.385	774.389	817.250	861.135	11.752	7.630	8.483	350.013
2019/04/03	10:05	1.957	208.109	12.344	857.147	43.873	130.670	774.210	817.133	861.367	13.290	7.184	8.190	350.013
2019/04/03	10:06	1.269	234.873	12.586	862.096	44.017	130.952	779.192	820.028	863.230	10.979	6.365	8.749	350.013
2019/04/03	10:07	2.146	270.644	12.567	866.017	44.160	131.235	784.053	822.739	865.444	10.056	8.820	10.078	350.013
2019/04/03	10:08	2.933	258.252	12.429	867.228	44.303	131.520	785.912	823.776	866.675	11.048	7.372	9.023	350.013
2019/04/03	10:09	3.608	222.473	12.312	865.136	44.445	131.806	785.548	823.621	866.720	4.573	8.744	11.249	350.013
2019/04/03	10:10	3.954	216.244	12.203	863.202	44.586	132.093	784.804	823.099	866.476	6.626	11.281	9.147	350.013
2019/04/03	10:11	3.163	238.500	12.115	860.799	44.728	132.381	780.682	820.490	864.686	13.737	9.151	2.856	350.013
2019/04/03	10:12	2.953	243.849	12.069	858.524	44.868	132.671	777.762	818.649	863.343	8.330	7.123	7.773	350.013
2019/04/03	10:13	2.724	237.245	12.157	857.358	45.008	132.962	775.978	817.510	862.875	3.345	9.617	10.816	350.013
2019/04/03	10:14	2.877	263.121	12.244	851.036	45.147	133.255	766.032	810.964	858.991	11.118	7.974	8.639	350.013
2019/04/03	10:15	2.848	267.836	12.369	845.806	45.285	133.548	759.316	806.260	856.062	10.172	8.889	2.666	350.013
2019/04/03	10:16	2.442	250.990	12.638	850.358	45.424	133.842	764.425	809.462	857.951	8.832	8.872	8.578	350.013
2019/04/03	10:17	2.262	250.782	12.810	854.385	45.560	134.139	768.515	812.237	859.498	11.184	9.778	4.602	350.013
2019/04/03	10:18	2.084	263.487	12.811	854.578	45.696	134.437	768.782	812.313	859.580	10.269	4.334	9.685	350.013
2019/04/03	10:19	2.815	273.319	12.778	847.127	45.832	134.736	759.021	805.643	855.232	4.891	11.340	5.102	350.013
2019/04/03	10:20	3.205	290.897	12.614	825.758	45.966	135.036	733.408	785.234	839.238	8.468	6.414	7.177	350.013
2019/04/03	10:21	3.276	279.622	12.521	794.565	46.101	135.339	706.110	756.746	810.870	6.717	10.723	7.114	350.013
2019/04/03	10:22	3.087	249.068	12.814	801.504	46.235	135.642	714.037	763.509	817.645	3.955	10.384	8.977	350.013
2019/04/03	10:23	2.902	267.070	13.031	839.342	46.368	135.947	749.849	796.789	849.889	11.625	4.143	6.427	350.013
2019/04/03	10:24	3.578	253.519	12.679	843.508	46.500	136.253	757.233	799.956	849.705	9.183	7.036	6.004	350.013
2019/04/03	10:25	3.608	237.017	12.263	835.298	46.631	136.560	749.691	794.770	846.243	9.683	2.302	10.518	350.013
2019/04/03	10:26	3.066	252.010	12.378	845.434	46.761	136.869	761.312	805.323	856.314	4.923	5.350	10.580	350.013
2019/04/03	10:27	2.998	246.517	12.702	858.823	46.891	137.180	775.946	815.327	862.545	10.345	7.753	-0.663	350.013
2019/04/03	10:28	3.101	239.404	12.725	828.282	47.023	137.496	742.955	785.152	833.074	5.575	3.349	11.252	350.013
2019/04/03	10:29	2.846	251.131	12.600	766.339	47.151	137.809	679.565	724.628	774.386	6.582	6.083	10.544	350.013
2019/04/03	10:30	2.531	267.776	12.700	421.515	47.279	138.124	372.406	390.025	411.876	2.875	9.733	7.650	350.013
2019/04/03	10:31	2.573	266.358	12.838	62.209	47.401	138.430	56.750	50.325	45.756	7.067	6.335	11.861	350.013
2019/04/03	10:32	2.927	263.953	12.789	231.146	47.527	138.747	212.176	217.718	228.023	7.473	8.077	8.630	350.013
2019/04/03	10:33	3.208	246.352	12.674	378.757	47.653	139.066	354.662	362.773	377.497	9.238	7.680	7.266	350.013
2019/04/03	10:34	3.240	246.408	12.584	535.285	47.777	139.386	491.876	512.571	540.342	3.539	11.209	6.393	350.013
2019/04/03	10:35	3.921	266.067	12.357	645.617	47.901	139.708	574.903	605.219	643.938	12.585	7.189	1.235	350.013
2019/04/03	10:36	3.881	267.623	12.167	299.832	48.023	140.032	276.566	283.715	296.338	10.485	5.583	7.251	350.013
